Date,CPI (Inflation Level),Interbank Interest Rate,10-Year Bond Yield,USD/INR Exchange Rate,M3 Money Supply Growth
2013-09-01,91.0424,9.875,8.6025,63.7901426033333,12.5262248528
2013-10-01,92.18999000000001,9.125,8.5725,61.581391376087,13.361787955
2013-11-01,92.95506,8.75,8.86304,62.5530955,14.2552230876
2013-12-01,91.42493,8.75,8.87536825,61.8445710685714,14.7744039316
2014-01-01,90.65987,8.8,8.76454,62.0992391826087,14.6303820037
2014-02-01,91.0424,9.0,8.8125,62.2336252215,14.527003708
2014-03-01,91.42493,9.0,8.8375,60.9477955052381,14.0560347809
2014-04-01,92.57253,9.0,8.9875,60.3459091195455,13.7798380637
2014-05-01,93.33759,9.0,8.75292,59.3684088972727,13.6088942693
2014-06-01,94.10265,9.0,8.6336,59.7480476014286,12.4657597584
2014-07-01,96.39783,9.0,8.6559,60.0732523030435,12.1139948436
2014-08-01,96.78036,9.0,8.56064,60.8698189152381,12.6800492538
2014-09-01,96.78036,9.0,8.49115,60.8732951768182,12.6172918824
2014-10-01,96.78036,9.0,8.40188,61.3935825504348,12.3709763715
2014-11-01,96.78036,9.0,8.18685,61.7053596505,11.4935164749
2014-12-01,96.78036,9.0,7.955925,62.7804829156522,10.7037482039
2015-01-01,97.1629,8.85,7.79366,62.2106819159091,10.7670360262
2015-02-01,96.78036,8.75,7.7342,62.0572448725,10.9437820058
2015-03-01,97.1629,8.5,7.8208,62.4811087518182,11.0159054284
2015-04-01,97.92796,8.5,7.83696666666667,62.7282863968182,10.8770151892
2015-05-01,98.69301999999999,8.5,7.85218,63.7705330619048,10.8033852602
2015-06-01,99.84061,8.25,7.805225,63.8522683918182,10.6820058123
2015-07-01,100.6057,8.25,7.81692,63.6525747873913,10.8507384562
2015-08-01,100.9882,8.25,7.785975,65.0842759266667,11.1205610802
2015-09-01,101.7533,8.25,7.73205,66.2337993272727,10.8679604453
2015-10-01,102.9009,7.75,7.5969,65.08420528,10.5740171856
2015-11-01,103.2834,7.75,7.7452,66.1913670128571,10.4832625639
2015-12-01,102.9009,7.75,7.791575,66.5603823456522,10.6095510965
2016-01-01,102.9009,7.75,7.66876,67.3198808938095,10.8280900518
2016-02-01,102.1358,7.75,7.720025,68.2354144142857,10.9369431359
2016-03-01,102.5183,7.75,7.584775,66.9515224952174,10.5673577249
2016-04-01,103.6659,7.15,7.43606,66.4826198771429,10.464207478
2016-05-01,105.196,7.0,7.2793,66.9300544040909,10.3441616961
2016-06-01,105.9611,7.0,7.502625,67.2953366368182,10.0938191701
2016-07-01,107.1087,7.0,7.35092,67.2060089119048,10.1787793812
2016-08-01,106.3436,7.0,7.14185,66.9215127686956,10.0516875473
2016-09-01,105.9611,7.0,6.86438,66.7670409468182,11.8207318661
2016-10-01,106.3436,6.75,6.784525,66.7238715028571,11.9613447767
2016-11-01,105.9611,6.75,6.613,67.5956819713636,9.2222547303
2016-12-01,105.196,6.75,6.52812,67.8654046490909,7.1838957276
2017-01-01,104.8135,6.75,6.7918,68.0961133786364,6.1465946453
2017-02-01,104.8135,6.75,6.9794,67.033124924,6.0190908295
2017-03-01,105.196,6.75,7.11756,65.8634693304348,8.0717853152
2017-04-01,105.9611,6.5,7.16485,64.5236202255,8.4161395258
2017-05-01,106.3436,6.5,7.1144,64.4467262604348,6.6451008632
2017-06-01,107.1087,6.5,6.58302,64.4503374968182,6.7916185672
2017-07-01,109.0214,6.5,6.54905,64.4564285714286,6.8361075539
2017-08-01,109.0214,6.25,6.6025,63.9747434782609,6.6833776533
2017-09-01,109.0214,6.25,6.72384,64.4622238095238,6.1014877956
2017-10-01,109.7864,6.25,6.94395,65.0689681818182,5.7549014683
2017-11-01,110.169,6.25,7.16575,64.8698136363636,7.1970540549
2017-12-01,109.4039,6.25,7.35076,64.2520952380952,9.247904044
2018-01-01,110.169,6.25,7.219725,63.6434739130435,10.2393222502
2018-02-01,109.7864,6.25,7.571275,64.406725,10.1449290921
2018-03-01,109.7864,6.25,7.60806,65.0724363636364,9.5144362447
2018-04-01,110.169,6.25,7.547875,65.695180952381,9.6879947212
2018-05-01,110.5515,6.25,7.846075,67.5268173913043,10.291380669
2018-06-01,111.3165,6.45,7.93574,67.8044571428571,10.0539037254
2018-07-01,115.1419,6.5,7.800625,68.7291636363636,9.8141367536
2018-08-01,115.1419,6.75,7.82458,69.6491434782609,10.3360368439
2018-09-01,115.1419,6.75,8.019075,72.213055,10.0736036736
2018-10-01,115.5244,6.75,7.92485,73.6034130434783,9.6622904869
2018-11-01,115.5244,6.75,7.78462,71.8513272727273,10.2151899558
2018-12-01,115.1419,6.75,7.37335,70.7201190476191,10.3207682527
2019-01-01,117.43700000000001,6.75,7.34735,70.7474304347826,
2019-02-01,117.43700000000001,6.5625,7.4312,71.2288,
2019-03-01,118.2021,6.5,7.41366,69.5151095238095,
2019-04-01,119.3497,6.25,7.421075,69.4237409090909,
2019-05-01,120.1148,6.25,7.3271,69.7990956521739,
2019-06-01,120.8798,6.0,6.96805,69.4279,
2019-07-01,122.0274,6.0,6.597725,68.7687304347826,
2019-08-01,122.4099,5.72,6.61912,71.1363136363636,
2019-09-01,123.175,5.65,6.81335,71.3720761904762,
2019-10-01,124.3226,5.4,6.5418,71.0515304347826,
2019-11-01,125.4702,5.4,6.63498,71.4789666666667,
2019-12-01,126.2353,5.4,6.848575,71.1826045454546,
2020-01-01,126.2353,5.4,6.8218,71.2924869565217,
2020-02-01,125.4702,5.4,6.65965,71.49953,
2020-03-01,124.7051,5.2125,6.701575,74.49565,
2020-04-01,125.8527,4.65,6.76515,76.19045,
2020-05-01,126.2353,4.49,5.91544,75.6670523809524,
2020-06-01,127.0003,4.25,5.8551,75.7491272727273,
2020-07-01,128.5304,4.25,5.81452,74.9667173913043,
2020-08-01,129.2955,4.25,6.0105,74.6297952380952,
2020-09-01,130.1179,4.25,6.024675,73.5113909090909,
2020-10-01,131.6603,4.25,5.94484,73.4861363636364,
2020-11-01,132.101,4.25,5.8952,74.2792857142857,
2020-12-01,130.8891,4.25,5.8929,73.6197826086957,
2021-01-01,130.22799999999998,4.25,5.94162,73.1004238095238,
2021-02-01,131.1094,4.25,6.1935,72.78943,
2021-03-01,131.7705,4.25,6.350775,72.8020652173913,
2021-04-01,132.3214,4.25,6.2801,74.4425363636364,
2021-05-01,132.8723,4.25,6.225375,73.2073380952381,
2021-06-01,134.0842,4.25,6.267675,73.5653909090909,
2021-07-01,135.2961,4.25,6.20842,74.5390636363636,
2021-08-01,135.5165,4.25,6.280325,74.1423590909091,
2021-09-01,135.847,4.25,6.1883,73.5911136363636,
2021-10-01,137.6098,4.25,6.35978,74.9825761904762,
2021-11-01,138.4912,4.25,6.354375,74.4915636363636,
2021-12-01,138.1607,4.25,6.44032,75.3579565217391,
2022-01-01,137.8302,4.25,6.643025,74.426480952381,
2022-02-01,137.72,4.25,6.750475,74.99117,
2022-03-01,138.8218,4.25,6.819825,76.2014913043478,
2022-04-01,140.6947,4.25,7.1058,76.1565,
2022-05-01,142.127,4.65,7.38565,77.2902227272727,
2022-06-01,142.3474,5.025,7.529625,78.0869818181818,
2022-07-01,143.1186,5.15,7.40206,79.6024333333333,
2022-08-01,143.4492,5.65,7.27475,79.571247826087,
2022-09-01,144.6611,5.75,7.280374,80.2520909090909,
2022-10-01,145.9832,6.15,7.464925,82.3744571428571,
2022-11-01,145.9832,6.15,7.357575,81.7862863636364,
2022-12-01,145.7628,6.43,7.29416,82.5275454545455,
2023-01-01,146.3137,6.5,7.39,81.8510727272727,
2023-02-01,146.2036,6.6875,7.334525,82.60746,
2023-03-01,146.8646,6.75,7.36,82.3334260869565,
2023-04-01,147.8562,6.75,7.18,82.008815,
2023-05-01,148.4071,6.75,7.0125,82.3099434782609,
2023-06-01,150.2801,6.75,7.054,82.2246363636364,
2023-07-01,153.9159,6.75,7.1125,82.1503619047619,
2023-08-01,153.365,6.75,7.185,82.7945826086956,
2023-09-01,151.49200000000002,6.75,7.172,83.068580952381,
2023-10-01,152.4836,6.75,7.35,83.2253272727273,
2023-11-01,153.2548,6.75,7.27,83.3067931818182,
2023-12-01,152.9243,6.75,7.224,83.2652380952381,
2024-01-01,153.0345,6.75,7.2025,83.1144565217391,
2024-02-01,153.365,6.75,7.09,82.9759238095238,
2024-03-01,153.0345,6.75,7.068,83.0396166666667,
2024-04-01,153.5853,6.75,7.15,83.3910522727273,
2024-05-01,154.1362,6.75,7.054,83.3922282608696,
2024-06-01,155.7889,6.75,7.0225,83.4813125,
2024-07-01,157.2212,6.75,7.0075,83.605002173913,
2024-08-01,157.111,6.75,6.91,83.9067340909091,
2024-09-01,157.8822,6.75,6.8325,83.8203595238095,
2024-10-01,159.2043,6.75,6.785,84.0207891304348,
2024-11-01,159.2043,6.75,6.812,84.3607142857143,
2024-12-01,158.3229,6.75,6.7775,84.9988954545454,
2025-01-01,157.77200000000002,6.75,6.758,86.2594869565217,
2025-02-01,157.3313,6.5,6.7325,87.08497,
2025-03-01,157.5517,6.5,6.6825,86.541519047619,
2025-04-01,,6.3125,6.455,85.5778431818182,
2025-05-01,,6.25,6.272,85.2506045454546,
2025-06-01,,5.75,6.3075,85.9375928571429,
2025-07-01,,5.75,6.35,86.1374217391304,
2025-08-01,,5.75,6.522,87.5746452380952,
2025-09-01,,5.75,6.585,88.320825,
2025-10-01,,5.75,6.482,88.3938891304348,
2025-11-01,,5.75,6.5375,88.8611275,
2025-12-01,,5.5,6.6325,90.0201369565217,
2026-01-01,,5.5,6.732,90.8659431818182,
2026-02-01,,5.5,6.77,90.74488,
2026-03-01,,5.5,6.84,92.8805681818182,
2026-04-01,,5.5,7.05,93.5732386363636,
2026-05-01,,5.5,7.02,95.5205357142857,
