Date,CPI (Inflation Level),Interbank Interest Rate,10-Year Bond Yield,USD/INR Exchange Rate,M3 Money Supply Growth,CPI (Inflation Level) (YoY % change),Interbank Interest Rate (YoY % change),10-Year Bond Yield (YoY % change),USD/INR Exchange Rate (YoY % change),M3 Money Supply Growth (YoY % change),Retail Demand Risk Score
2021-05-01,132.8723,4.25,6.225375,73.2073380952381,10.3207682527,5.257641879886221,-5.345211581291764,5.239424286274552,-3.250707154985566,0.0,26.03887803590515
2021-06-01,134.0842,4.25,6.267675,73.5653909090909,10.3207682527,5.577860839698823,0.0,7.046421068811792,-2.882853495821913,0.0,29.20463382293164
2021-07-01,135.2961,4.25,6.20842,74.5390636363636,10.3207682527,5.263890877177713,0.0,6.774419900524897,-0.570458157729492,0.0,29.84689881421412
2021-08-01,135.5165,4.25,6.280325,74.1423590909091,10.3207682527,4.811459022162423,0.0,4.48922718575826,-0.6531387974883396,0.0,27.897391786135273
2021-09-01,135.847,4.25,6.1883,73.5911136363636,10.3207682527,4.403006811514798,0.0,2.715914136447184,0.10844948828581114,0.0,26.7759203856319
2021-10-01,137.6098,4.25,6.35978,74.9825761904762,10.3207682527,4.518826100198758,0.0,6.979834612874347,2.036356652954052,0.0,29.86804143401315
2021-11-01,138.4912,4.25,6.354375,74.4915636363636,10.3207682527,4.837359293268029,0.0,7.78896390283621,0.28578347252075087,0.0,29.79424511007943
2021-12-01,138.1607,4.25,6.44032,75.3579565217391,10.3207682527,5.5555428221295555,0.0,9.289483955268206,2.361014731980604,0.0,33.31817206059608
2022-01-01,137.8302,4.25,6.643025,74.426480952381,10.3207682527,5.837607887704643,0.0,11.80494545258699,1.814021142083222,0.0,34.56561754621371
2022-02-01,137.72,4.25,6.750475,74.99117,10.3207682527,5.042048853857928,0.0,8.992895777831599,3.024807310621891,0.0,32.45055362402783
2022-03-01,138.8218,4.25,6.819825,76.2014913043478,10.3207682527,5.351197726349977,0.0,7.385712767339414,4.669408864715052,0.0,33.5942270192152
2022-04-01,140.6947,4.25,7.1058,76.1565,10.3207682527,6.328001366370062,0.0,13.147879810831054,2.302398225647795,0.0,36.50390458366161
2022-05-01,142.127,4.65,7.38565,77.2902227272727,10.3207682527,6.965108604276438,9.411764705882364,18.63783306226534,5.577152152046616,0.0,44.77857371008228
2022-06-01,142.3474,5.025,7.529625,78.0869818181818,10.3207682527,6.162694784322076,18.23529411764706,20.134260311838137,6.146356123735552,0.0,46.37181405157961
2022-07-01,143.1186,5.15,7.40206,79.6024333333333,10.3207682527,5.7817631106883205,21.176470588235308,19.2261477155218,6.792907570815743,0.0,46.40216457768446
2022-08-01,143.4492,5.65,7.27475,79.571247826087,10.3207682527,5.8536783343725585,32.94117647058825,15.833973560285486,7.32224979315983,0.0,48.966613005721605
2022-09-01,144.6611,5.75,7.280374,80.2520909090909,10.3207682527,6.488255169418533,35.29411764705883,17.64739912415365,9.051333705372677,0.0,52.866332297173635
2022-10-01,145.9832,6.15,7.464925,82.3744571428571,10.3207682527,6.084886396172373,44.705882352941195,17.377094805166227,9.858131485911482,0.0,55.02546657817752
2022-11-01,145.9832,6.15,7.357575,81.7862863636364,10.3207682527,5.409730004505708,44.705882352941195,15.78754794924755,9.792683051845398,0.0,52.83882698266557
2022-12-01,145.7628,6.43,7.29416,82.5275454545455,10.3207682527,5.5023606568293415,51.294117647058826,13.257726324157804,9.514043723754817,0.0,53.793367482747094
2023-01-01,146.3137,6.5,7.39,81.8510727272727,10.3207682527,6.155037139901132,52.941176470588225,11.244500811001013,9.975739387224337,0.0,55.29000771654957
2023-02-01,146.2036,6.6875,7.334525,82.60746,10.3207682527,6.160034853325591,57.35294117647059,8.651983749291725,10.15624906238961,0.0,55.69249324179447
2023-03-01,146.8646,6.75,7.36,82.3334260869565,10.3207682527,5.793614547571058,58.823529411764696,7.920657788139729,8.047001020121547,0.0,53.66031553506161
2023-04-01,147.8562,6.75,7.18,82.008815,10.3207682527,5.090099342761301,58.823529411764696,1.0442173998705284,7.684590284479986,0.0,49.2289321206142
2023-05-01,148.4071,6.75,7.0125,82.3099434782609,10.3207682527,4.418653739261358,45.161290322580626,-5.052365059270336,6.494638744541925,0.0,40.759186579335896
2023-06-01,150.2801,6.75,7.054,82.2246363636364,10.3207682527,5.572774774951994,34.32835820895521,-6.316715639889104,5.298776376181058,0.0,39.09130005177183
2023-07-01,153.9159,6.75,7.1125,82.1503619047619,10.3207682527,7.54430241771511,31.06796116504853,-3.91188398905169,3.2008174433050485,0.0,42.258377343841346
2023-08-01,153.365,6.75,7.185,82.7945826086956,10.3207682527,6.912412198882967,19.469026548672552,-1.2337193717997241,4.050878766729427,0.0,39.06270321905714
2023-09-01,151.49200000000002,6.75,7.172,83.068580952381,10.3207682527,4.722001975652068,17.391304347826097,-1.4885773725360818,3.509553472545157,0.0,33.01683096422145
2023-10-01,152.4836,6.75,7.35,83.2253272727273,10.3207682527,4.452841148844522,9.756097560975597,-1.5395332170115572,1.0329295747522727,0.0,28.644011509510158
2023-11-01,153.2548,6.75,7.27,83.3067931818182,10.3207682527,4.981121115306397,9.756097560975597,-1.1902698919141197,1.8591219699368056,0.0,30.508565388277873
2023-12-01,152.9243,6.75,7.224,83.2652380952381,10.3207682527,4.913119122300058,4.976671850699854,-0.9618653827171308,0.8938744471673532,0.0,28.46987945922796
2024-01-01,153.0345,6.75,7.2025,83.1144565217391,10.3207682527,4.59341811463998,3.8461538461538547,-2.5372124492557546,1.5435152556595,0.0,27.23419007851998
2024-02-01,153.365,6.75,7.09,82.9759238095238,10.3207682527,4.898237799890026,0.9345794392523255,-3.333890061046907,0.44604180969103346,0.0,26.110204238568436
2024-03-01,153.0345,6.75,7.068,83.0396166666667,10.3207682527,4.201080450973227,0.0,-3.9673913043478337,0.8577203855993698,0.0,24.26986508933625
2024-04-01,153.5853,6.75,7.15,83.3910522727273,10.3207682527,3.8747783319197815,0.0,-0.41782729805013297,1.6854740221856623,0.0,25.38379142588701
2024-05-01,154.1362,6.75,7.054,83.3922282608696,10.3207682527,3.8603948193853155,0.0,0.5918003565062335,1.314889473705616,0.0,25.49662225674715
2024-06-01,155.7889,6.75,7.0225,83.4813125,10.3207682527,3.665688271434475,0.0,-0.4465551460164474,1.5283450215650474,0.0,24.79460569423082
2024-07-01,157.2212,6.75,7.0075,83.605002173913,10.3207682527,2.1474714438209475,0.0,-1.4762741652021072,1.7707046389369374,0.0,21.082814439186194
2024-08-01,157.111,6.75,6.91,83.9067340909091,10.3207682527,2.4425390408502556,0.0,-3.8274182324286588,1.3432660050594736,0.0,20.602262963669286
2024-09-01,157.8822,6.75,6.8325,83.8203595238095,10.3207682527,4.218176537374907,0.0,-4.733686558839933,0.9050095268383851,0.0,24.05026089992536
2024-10-01,159.2043,6.75,6.785,84.0207891304348,10.3207682527,4.407490379293244,0.0,-7.687074829931961,0.9557930064976405,0.0,23.403338233147927
2024-11-01,159.2043,6.75,6.812,84.3607142857143,10.3207682527,3.8820970044657566,0.0,-6.299862448418148,1.265108238647361,0.0,22.918426822982862
2024-12-01,158.3229,6.75,6.7775,84.9988954545454,10.3207682527,3.530243394934618,0.0,-6.180786267995575,2.08209019630059,0.0,22.67459861085174
2025-01-01,157.77200000000002,6.75,6.758,86.2594869565217,10.3207682527,3.095707177139806,0.0,-6.171468240194377,3.7839752149013917,0.0,22.760228109816076
2025-02-01,157.3313,6.5,6.7325,87.08497,10.3207682527,2.5861832882339453,-3.703703703703709,-5.042313117066288,4.952094537577856,0.0,21.705796740269527
2025-03-01,157.5517,6.5,6.6825,86.541519047619,10.3207682527,2.9517527093563922,-3.703703703703709,-5.454159592529706,4.217146612091738,0.0,21.92267106366503
2025-04-01,157.5517,6.3125,6.455,85.5778431818182,10.3207682527,2.5825388237025404,-6.481481481481477,-9.720279720279724,2.622332791699389,0.0,17.670987544792926
2025-05-01,157.5517,6.25,6.272,85.2506045454546,10.3207682527,2.215897368690811,-7.4074074074074066,-11.085908704281255,2.228476589894668,0.0,15.804347535400538
2025-06-01,157.5517,5.75,6.3075,85.9375928571429,10.3207682527,1.1315311938141948,-14.814814814814813,-10.181559273762907,2.9423116187145437,0.0,12.008734162063952
2025-07-01,157.5517,5.75,6.35,86.1374217391304,10.3207682527,0.2102133808926432,-14.814814814814813,-9.382804138423129,3.0290287654673342,0.0,10.254398423618738
2025-08-01,157.5517,5.75,6.522,87.5746452380952,10.3207682527,0.28050232001579634,-14.814814814814813,-5.615050651230103,4.371414507936988,0.0,12.68465018548683
2025-09-01,157.5517,5.75,6.585,88.320825,10.3207682527,-0.20933328772971826,-14.814814814814813,-3.622392974753008,5.369179399561186,0.0,12.945095078503126
2025-10-01,157.5517,5.75,6.482,88.3938891304348,10.3207682527,-1.038037289193805,-14.814814814814813,-4.465733235077374,5.204783298584759,0.0,10.625265079181947
